NC_015867.1,41355177,17558634,48524378,1000,480,1000,1000,400,1000
NC_015868.1,36924976,16218335,41021235,1000,419,1000,1000,492,1000
NC_015869.1,31242597,13605247,35577519,1000,498,1000,1000,492,1000
NC_015870.1,31351050,13502461,35889915,1000,480,1000,1000,365,1000
NC_015871.1,28308555,12372753,30704709,1000,516,1000,1000,301,1000
NW_001818570.1,498861,192055,962371,1000,326,1000,1000,458,1000
NW_001819126.1,687549,258120,912505,1000,458,1000,1000,377,1000
NW_001819792.1,513348,193265,945936,1000,302,1000,1000,348,1000
NW_001820393.1,372024,138562,534689,1000,283,1000,1000,376,1000
NW_001820404.1,258567,93962,404340,1000,323,1000,1000,353,1000
NW_001820415.1,629578,256403,797218,1000,297,1000,1000,321,1000
NW_001820427.1,315493,119320,551008,1000,359,1000,1000,275,1000
NW_001820449.1,338625,129254,645444,1000,264,1000,1000,266,1000
NW_001820482.1,316431,121175,419902,1000,539,1000,1000,441,1000
NW_001820593.1,377295,143788,760097,1000,431,1000,1000,418,1000
NW_001820671.1,358982,133252,584908,1000,478,1000,1000,270,1000
NW_001820704.1,331911,123728,410323,1000,337,1000,1000,271,1000
NW_001820726.1,296346,116264,435868,1000,464,1000,1000,493,1000
NW_001820737.2,282149,102779,488444,1000,416,1000,1000,341,1000
NW_001820748.1,329889,127007,587726,1000,437,1000,1000,330,1000
NW_001814593.1,261418,96662,518346,1000,361,1000,864,384,1000
NW_001814615.1,280585,105473,464837,1000,461,1000,1000,442,1000
NW_001814626.1,319794,121511,416112,1000,279,1000,1000,393,1000
NW_001814637.1,303859,117099,659425,1000,485,1000,1000,342,1000
NW_001814648.1,261361,96294,350508,1000,372,1000,1000,263,1000
NW_001814659.1,231835,85893,400459,1000,315,1000,1000,404,1000
NW_001814737.1,285996,106386,444046,1000,463,1000,1000,408,1000
NW_001814770.1,304900,115027,434865,1000,375,1000,1000,410,1000
NW_001814781.1,211049,77321,508574,1000,412,1000,1000,353,1000
NW_001814792.1,309857,145669,346661,1000,480,1000,1000,338,1000
NW_001814848.1,253310,93785,400098,1000,219,1000,1000,264,1000
NW_001814859.1,232910,84511,360250,1000,330,1000,1000,312,1000
NW_001814892.1,197260,72308,429229,1000,419,1000,1000,332,1000
NW_001814926.1,283866,106637,489340,1000,325,1000,1000,337,1000
NW_001814959.1,282280,104174,532889,1000,296,1000,1000,367,1000
NW_001815003.1,283561,106871,757770,1000,412,1000,1000,374,1000
NW_001815081.1,173728,64070,350035,1000,455,1000,1000,366,1000
NW_001815092.1,218875,83878,263889,1000,412,1000,1000,303,1000
NW_001815103.1,226175,88759,294684,1000,365,1000,1000,348,1000
NW_001815137.1,203051,74713,255841,1000,278,1000,1000,531,1000
NW_001815159.1,234407,87871,340109,1000,445,1000,1000,401,1000
NW_001815181.1,238685,91830,295932,1000,366,1000,1000,342,1000
NW_001815203.1,162773,61981,359707,1000,312,1000,765,295,1000
NW_001815214.1,195761,70932,278193,1000,282,1000,1000,376,1000
NW_001815248.1,212415,81095,241435,1000,358,1000,1000,324,1000
NW_001815303.1,174501,66176,224245,1000,231,1000,1000,340,1000
NW_001815325.1,171359,64066,336427,1000,413,1000,1000,416,1000
NW_001815336.1,167828,63018,300467,1000,380,1000,1000,252,1000
NW_001815347.1,171681,66204,266025,1000,324,1000,1000,316,1000
NW_001815392.1,111959,43187,154147,1000,507,1000,1000,408,1000
NW_001815470.1,183976,70734,453202,1000,474,1000,1000,348,1000
NW_001815492.1,213110,82224,402193,1000,341,1000,1000,399,1000
NW_001815503.1,176620,68278,196619,1000,290,1000,1000,577,1000
NW_001815514.1,177776,67403,349386,1000,296,1000,1000,308,1000
NW_001815603.1,199588,76188,252262,1000,391,1000,950,431,1000
NW_001815625.1,207656,78427,285662,1000,404,1000,1000,289,1000
NW_001815636.1,109597,42989,199776,1000,392,1000,1000,289,1000
NW_001815669.1,176956,65911,225569,1000,442,1000,1000,470,1000
NW_001815680.1,188734,71055,277176,1000,267,1000,1000,348,1000
NW_001815693.1,165945,62578,350786,1000,278,1000,1000,369,1000
NW_001815704.1,126388,46080,189768,1000,367,1000,1000,342,1000
NW_001815715.1,140718,51037,161346,1000,341,1000,1000,486,1000
NW_001815726.1,200607,76961,307358,1000,411,1000,1000,421,1000
NW_001815748.1,124775,46715,160869,1000,299,1000,1000,351,1000
NW_001815759.1,125580,48100,215417,1000,514,1000,1000,453,1000
NW_001815770.1,182744,68845,297668,1000,430,1000,953,299,1000
NW_001815781.1,152702,58742,173189,1000,435,1000,1000,470,1000
NW_001815792.1,135610,50770,257263,1000,319,1000,1000,291,1000
NW_001815804.1,117552,44110,150407,1000,260,1000,1000,343,1000
NW_001815826.1,152046,58230,194430,1000,428,1000,1000,460,1000
NW_001815848.1,148485,52050,243469,1000,292,1000,1000,262,1000
NW_001815859.1,100119,39620,130982,1000,425,1000,1000,261,1000
NW_001815870.1,119501,44298,154778,1000,378,1000,1000,370,1000
NW_001815903.1,134370,47331,309091,1000,440,1000,1000,316,1000
NW_001815915.1,151729,54865,270875,1000,365,1000,937,268,1000
NW_001815926.1,124906,46585,185124,1000,326,1000,1000,339,1000
NW_001815937.1,85627,31238,312765,1000,344,1000,1000,362,1000
NW_001815948.1,143494,54041,202327,1000,318,1000,1000,354,1000
NW_001815959.1,85862,31236,184798,1000,298,1000,1000,322,1000
NW_001815970.1,151527,54801,376371,1000,323,1000,1000,333,1000
NW_001815981.1,193061,68503,360974,1000,423,1000,1000,328,1000
NW_001815992.1,167244,64312,177591,1000,271,1000,950,380,1000
NW_001816014.1,131744,49722,182101,1000,355,1000,1000,311,1000
NW_001816037.1,179717,65156,216173,1000,273,1000,1000,359,1000
NW_001816048.1,125015,48595,318539,1000,379,1000,1000,414,1000
NW_001816081.1,182177,68588,294932,1000,362,1000,1000,321,1000
NW_001816125.1,133665,50076,243495,1000,433,1000,1000,515,1000
NW_001816137.1,130202,48768,198419,1000,443,1000,1000,477,1000
NW_001816148.1,132495,48554,227834,1000,373,1000,1000,289,1000
NW_001816159.1,107871,41767,185994,1000,390,1000,1000,353,1000
NW_001816170.1,152237,59141,174524,1000,337,1000,1000,485,1000
NW_001816181.1,140116,49904,161596,1000,381,1000,1000,317,1000
NW_001816214.1,127921,47843,191713,1000,462,1000,1000,310,1000
NW_001816225.1,158351,57745,238790,1000,372,1000,1000,332,1000
NW_001816270.1,159981,61598,282248,1000,303,1000,1000,443,1000
NW_001816303.1,90040,33936,232813,1000,265,1000,1000,251,1000
NW_001816314.1,92137,31968,175635,1000,435,1000,1000,456,1000
NW_001816325.1,69872,23996,100118,1000,219,1000,1000,365,1000
NW_001816347.1,105031,40081,119815,1000,268,1000,1000,254,1000
NW_001816381.1,136674,48254,352240,1000,305,1000,1000,310,1000
NW_001816392.1,91437,35157,199140,1000,336,1000,1000,301,1000
NW_001816403.1,140888,53123,186243,1000,487,1000,1000,317,1000
NW_001816414.1,86915,32732,107141,1000,435,1000,1000,302,1000
